Year;Company code;Function;TRIR;LTIR
2020;M         ;Production;0,75;0,28
2020;M         ;Unspecified;0,44;0
2020;MM        ;Construction;0,1;0,01
2020;MM        ;Drilling;1,08;0,34
2020;MM        ;Production;0,34;0,07
2020;MM        ;Unspecified;0,09;0
2020;N         ;Construction;0,45;0,3
2020;N         ;Drilling;1,11;0,74
2020;N         ;Exploration;0;0
2020;N         ;Production;0,77;0,4
2020;NN        ;Construction;0,43;0
2020;NN        ;Drilling;2,69;0
2020;NN        ;Exploration;0;0
2020;NN        ;Production;0,96;0,16
2020;NN        ;Unspecified;0,63;0
2020;O         ;Unspecified;1,17;0,39
2020;OO        ;Drilling;0;0
2020;OO        ;Unspecified;0;0
2020;OVERALL   ;Construction;0,49;0,12
2020;OVERALL   ;Drilling;1,47;0,47
2020;OVERALL   ;Exploration;0,87;0,42
2020;OVERALL   ;OVERALL;0,7;0,22
2020;OVERALL   ;Production;0,72;0,24
2020;OVERALL   ;Unspecified;0,42;0,12
2020;P         ;Unspecified;1,48;0,37
2020;PP        ;Construction;0;0
2020;PP        ;Drilling;8,7;0
2020;PP        ;Production;0;0
2020;PP        ;Unspecified;0;0
2020;Q         ;Construction;0;0
2020;Q         ;Drilling;1,89;0
2020;Q         ;Production;1,11;0,74
2020;Q         ;Unspecified;0;0
2020;QQ        ;Unspecified;0;0
2020;R         ;Exploration;8,87;2,18
2020;R         ;Production;0,82;0,21
2020;R         ;Unspecified;0;0
2020;RR        ;Drilling;;0
2020;RR        ;Production;2,42;0
2020;S         ;Unspecified;0,41;0,28
2020;SS        ;Construction;0;0
2020;SS        ;Drilling;0;0
2020;SS        ;Exploration;0;0
2020;SS        ;Production;3,51;0
2020;SS        ;Unspecified;0;0
2020;T         ;Construction;0;0
2020;T         ;Drilling;2,8;1,4
2020;T         ;Production;4,33;0,22
2020;T         ;Unspecified;0,74;0,19
2020;TT        ;Construction;0;0
2020;TT        ;Drilling;0;0
2020;TT        ;Production;0,86;0
2020;U         ;Construction;1,35;0,34
2020;U         ;Drilling;2,07;0,65
2020;U         ;Exploration;0,62;0,62
2020;U         ;Production;0,74;0,21
2020;U         ;Unspecified;0,22;0,15
2020;UU        ;Production;3,52;0
2020;V         ;Construction;4,52;0
2020;V         ;Drilling;6,8;0
2020;V         ;Exploration;0;0
2020;V         ;Production;2,8;0,67
2020;V         ;Unspecified;0;0
2020;W         ;Construction;0,67;0,18
2020;W         ;Drilling;1,38;0,3
2020;W         ;Exploration;1,11;0,22
2020;W         ;Production;0,75;0,26
2020;W         ;Unspecified;0,43;0,11
2020;X         ;Construction;2,42;0
2020;X         ;Drilling;1,61;1,07
2020;X         ;Production;0,97;0,19
2020;X         ;Unspecified;0;0
2020;Y         ;Construction;0,81;0
2020;Y         ;Drilling;0,91;0
2020;Y         ;Exploration;1,68;0
2020;Y         ;Production;2,66;0,89
2020;Y         ;Unspecified;0,45;0,22
2020;Z         ;Construction;0,95;0,32
2020;Z         ;Drilling;2;0,57
2020;Z         ;Exploration;0;0
2020;Z         ;Production;0,21;0,17
2020;Z         ;Unspecified;0,45;0
2021;A         ;Drilling;4,87;4,87
2021;A         ;Exploration;1,64;1,64
2021;AA        ;Construction;1,2;0
2021;AA        ;Drilling;0;0
2021;AA        ;Production;2,99;1
2021;AA        ;Unspecified;0;0
2021;B         ;Production;3,25;1,01
2021;BB        ;Construction;1,4;0,23
2021;BB        ;Drilling;2,02;0,78
2021;BB        ;Exploration;0;0
2021;BB        ;Production;0,29;0
2021;BB        ;Unspecified;0,44;0
2021;C         ;Production;2,08;0,99
2021;CC        ;Construction;2,53;1,27
2021;CC        ;Drilling;1,21;0
2021;CC        ;Exploration;0;0
2021;CC        ;Production;0,82;0,14
2021;CC        ;Unspecified;0,16;0
2021;D         ;Drilling;0;0
2021;D         ;Exploration;0;0
2021;D         ;Production;1,95;0
2021;DD        ;Construction;0,52;0,15
2021;DD        ;Drilling;1,75;0,22
2021;DD        ;Exploration;0;0
2021;DD        ;Production;0,87;0,23
2021;DD        ;Unspecified;0,15;0,03
2021;E         ;Drilling;1,81;1,81
2021;E         ;Unspecified;0;0
2021;EE        ;Construction;0;0
2021;EE        ;Drilling;0,2;0,18
2021;EE        ;Exploration;0;0
2021;EE        ;Production;0,32;0,18
2021;EE        ;Unspecified;0,13;0,13
2021;F         ;Exploration;0;0
2021;F         ;Production;1,14;0,85
2021;FF        ;Construction;0,29;0
2021;FF        ;Drilling;0,81;0,41
2021;FF        ;Production;0,43;0
2021;FF        ;Unspecified;0,2;0
2021;G         ;Construction;1,64;0,39
2021;G         ;Drilling;3,8;1,79
2021;G         ;Exploration;1,05;0
2021;G         ;Production;2,7;1,11
2021;H         ;Unspecified;2,59;0,76
2021;HH        ;Construction;1,8;0
2021;HH        ;Drilling;0,87;0,16
2021;HH        ;Exploration;1,09;0
2021;HH        ;Production;1,06;0,15
2021;HH        ;Unspecified;0,55;0
2021;I         ;Drilling;6,21;3,11
2021;I         ;Production;0;0
2021;II        ;Construction;0,14;0
2021;II        ;Drilling;1,5;0,5
2021;II        ;Production;0,36;0,11
2021;II        ;Unspecified;0,41;0
2021;J         ;Construction;3,8;2,53
2021;J         ;Drilling;0,63;0,63
2021;J         ;Production;1,91;0,64
2021;J         ;Unspecified;0,33;0,33
2021;JJ        ;Construction;0,95;0,12
2021;JJ        ;Drilling;2,77;0,22
2021;JJ        ;Exploration;0;0
2021;JJ        ;Production;1,03;0,31
2021;JJ        ;Unspecified;0,61;0,05
2021;K         ;Construction;2,46;0,64
2021;K         ;Drilling;4,26;0,69
2021;K         ;Exploration;0;0
2021;K         ;Production;3,04;0,84
2021;K         ;Unspecified;1,65;0,25
2021;KK        ;Construction;2,19;0
2021;KK        ;Drilling;2,88;0,58
2021;KK        ;Exploration;0;0
2021;KK        ;Production;4,5;0
2021;KK        ;Unspecified;1,03;0
2021;L         ;Construction;1,93;0
2021;L         ;Drilling;3,19;0,64
2021;L         ;Production;0,91;0,45
2021;L         ;Unspecified;1,68;1,12
2021;LL        ;Construction;0,26;0,04
2021;LL        ;Drilling;0,36;0,27
2021;LL        ;Exploration;0;0
2021;LL        ;Production;0,26;0,12
2021;LL        ;Unspecified;0,08;0,06
2021;M         ;Construction;2,84;0,57
2021;M         ;Drilling;2,68;0
2021;M         ;Exploration;0;0
2021;M         ;Production;1,98;0,61
2021;M         ;Unspecified;0,42;0,42
2021;MM        ;Construction;1,05;0
2021;MM        ;Drilling;3,66;0,38
2021;MM        ;Production;0,88;0,08
2021;MM        ;Unspecified;0;0
2021;N         ;Construction;0,48;0,43
2021;N         ;Drilling;1,32;0,66
2021;N         ;Exploration;0;0
2021;N         ;Production;0,75;0,43
2021;N         ;Unspecified;0,65;0,33
2021;NN        ;Exploration;0,44;0
2021;NN        ;Production;0,66;0,07
2021;NN        ;Unspecified;0,36;0
2021;O         ;Construction;1,66;1,05
2021;O         ;Drilling;1,95;0,45
2021;O         ;Exploration;0,53;0,53
2021;O         ;Production;0,96;0,38
2021;O         ;Unspecified;0,49;0
2021;OO        ;Construction;0,08;0,02
2021;OO        ;Drilling;1,2;0,13
2021;OO        ;Exploration;0;0
2021;OO        ;Production;0,17;0,06
2021;OO        ;Unspecified;0,68;0,14
2021;OVERALL   ;Construction;0,59;0,15
2021;OVERALL   ;Drilling;1,33;0,4
2021;OVERALL   ;Exploration;0,48;0,37
2021;OVERALL   ;OVERALL;0,77;0,22
2021;OVERALL   ;Production;0,79;0,25
2021;OVERALL   ;Unspecified;0,5;0,08
2021;P         ;Construction;0,97;0,32
2021;P         ;Drilling;1,55;0,77
2021;P         ;Exploration;1,88;1,88
2021;P         ;Production;1,02;0,39
2021;P         ;Unspecified;0,15;0
2021;PP        ;Construction;0,06;0,01
2021;PP        ;Drilling;0,6;0,18
2021;PP        ;Production;0,21;0,04
2021;PP        ;Unspecified;0,31;0
2021;Q         ;Drilling;0;0
2021;Q         ;Production;0,85;0,42
2021;Q         ;Unspecified;0;0
2021;QQ        ;Drilling;0;0
2021;QQ        ;Production;0;0
2021;R         ;Construction;1,46;0
2021;R         ;Drilling;1,77;1,18
2021;R         ;Production;6,6;0,75
2021;R         ;Unspecified;0,55;0
2021;RR        ;Drilling;0;0
2021;RR        ;Production;0;0
2021;RR        ;Unspecified;0;0
2021;S         ;Construction;0,81;0,81
2021;S         ;Drilling;0;0
2021;S         ;Exploration;0;0
2021;S         ;Production;0,43;0,43
2021;S         ;Unspecified;0;0
2021;SS        ;Unspecified;0;0
2021;TT        ;Drilling;0,52;0
2021;TT        ;Exploration;0;0
2021;TT        ;Production;0,87;0
2021;TT        ;Unspecified;0,51;0
2021;U         ;Construction;0;0
2021;U         ;Drilling;5,92;1,18
2021;U         ;Production;0;0
2021;UU        ;Construction;0,82;0
2021;UU        ;Drilling;0;0
2021;UU        ;Production;0,47;0
2021;UU        ;Unspecified;0;0
2021;V         ;Drilling;0;0
2021;V         ;Production;0,99;0,5
2021;V         ;Unspecified;0;0
2021;VV        ;Drilling;0,28;0
2021;VV        ;Exploration;0;0
2021;VV        ;Production;0;0
2021;W         ;Construction;2,64;0,53
2021;W         ;Production;0;0
2021;W         ;Unspecified;0,42;0,21
2021;WW        ;Construction;0;0
2021;WW        ;Drilling;3,78;0
2021;WW        ;Exploration;0;0
2021;WW        ;Production;7,5;0
2021;WW        ;Unspecified;2,38;0
2021;X         ;Production;0,78;0,24
2021;X         ;Unspecified;1,12;0
2021;XX        ;Production;0;0
2021;XX        ;Unspecified;2,22;0
2021;Y         ;Exploration;0;0
2021;Y         ;Production;0,45;0,22
2021;Z         ;Construction;0,13;0,05
2021;Z         ;Drilling;1,65;0,76
2021;Z         ;Exploration;0;0
2021;Z         ;Production;1,38;0,22
2022;A         ;Drilling;2,12;2,12
2022;A         ;Exploration;4;4
2022;A         ;Production;1,74;1,74
2022;A         ;Unspecified;2,06;2,06
2022;AA        ;Construction;0,65;0,13
2022;AA        ;Drilling;1,27;0,25
2022;AA        ;Exploration;0;0
2022;AA        ;Production;0,91;0,23
2022;B         ;Production;3,16;1,28
2022;BB        ;Construction;0,32;0,16
2022;BB        ;Drilling;0,87;0,26
2022;BB        ;Exploration;0,13;0
2022;BB        ;Production;0,22;0,11
2022;BB        ;Unspecified;0,3;0,18
2022;C         ;Drilling;6,79;1,85
2022;C         ;Production;4,65;1,4
2022;C         ;Unspecified;0,86;0,29
2022;CC        ;Construction;1,57;0,22
2022;CC        ;Drilling;2,34;0,26
2022;CC        ;Exploration;0;0
2022;CC        ;Production;0,32;0,07
2022;CC        ;Unspecified;1,24;0,35
2022;D         ;Production;1,95;0,98
2022;DD        ;Construction;1,78;0,14
2022;DD        ;Drilling;1,57;0,21
2022;DD        ;Exploration;0;0
2022;DD        ;Production;1;0,17
2022;DD        ;Unspecified;0,08;0
2022;E         ;Construction;0;0
2022;E         ;Drilling;4,07;0
2022;E         ;Production;1,7;1,06
2022;E         ;Unspecified;0;0
2022;EE        ;Construction;0,7;0,07
2022;EE        ;Drilling;0,99;0,2
2022;EE        ;Exploration;0;0
2022;EE        ;Production;0,87;0,22
2022;EE        ;Unspecified;0,17;0,03
2022;F         ;Construction;2,04;0,82
2022;F         ;Drilling;7,93;1,22
2022;F         ;Exploration;2,02;2,02
2022;F         ;Production;2,21;0,86
2022;F         ;Unspecified;2,09;0,52
2022;FF        ;Construction;0;0
2022;FF        ;Drilling;0;0
2022;FF        ;Unspecified;0,41;0,12
2022;G         ;Production;1,34;0,85
2022;GG        ;Construction;0,78;0,1
2022;GG        ;Drilling;3,61;0,22
2022;GG        ;Exploration;2,11;0
2022;GG        ;Production;1,04;0,17
2022;GG        ;Unspecified;0,88;0,06
2022;H         ;Construction;2,34;1,59
2022;H         ;Drilling;1,66;1,07
2022;H         ;Exploration;0,53;0,53
2022;H         ;Production;1,22;0,83
2022;H         ;Unspecified;0,41;0,1
2022;HH        ;Construction;0,07;0
2022;HH        ;Drilling;0,56;0,27
2022;HH        ;Production;0,13;0,06
2022;HH        ;Unspecified;0,5;0,09
2022;I         ;Construction;1,46;0,34
2022;I         ;Drilling;5,22;1,67
2022;I         ;Exploration;0,77;0
2022;I         ;Production;2,93;1,19
2022;I         ;Unspecified;0;0
2022;II        ;Production;0,24;0,09
2022;II        ;Unspecified;0;0
2022;J         ;Construction;3,66;0
2022;J         ;Drilling;7,65;2,19
2022;J         ;Exploration;0;0
2022;J         ;Production;1,7;0
2022;J         ;Unspecified;0;0
2022;JJ        ;Construction;1,13;0
2022;JJ        ;Drilling;1,36;0,45
2022;JJ        ;Production;0,76;0
2022;JJ        ;Unspecified;0;0
2022;K         ;Construction;0,14;0
2022;K         ;Drilling;2,49;0,83
2022;K         ;Exploration;0;0
2022;K         ;Production;1,12;0,79
2022;K         ;Unspecified;0,59;0,59
2022;KK        ;Construction;0;0
2022;KK        ;Drilling;0,35;0,18
2022;KK        ;Exploration;0;0
2022;KK        ;Production;0,11;0,02
2022;KK        ;Unspecified;0;0
2022;L         ;Exploration;0;0
2022;L         ;Production;2,06;1,03
2022;L         ;Unspecified;0;0
2022;LL        ;Construction;0;0
2022;LL        ;Drilling;3,05;0
2022;LL        ;Production;0,65;0
2022;LL        ;Unspecified;0;0
2022;M         ;Construction;3,94;1,07
2022;M         ;Drilling;0;0
2022;M         ;Production;1,66;0
2022;MM        ;Production;0;0
2022;N         ;Unspecified;1,63;0,54
2022;NN        ;Production;0;0
2022;O         ;Production;1,51;0,57
2022;O         ;Unspecified;;0
2022;OO        ;Production;0;0
2022;OVERALL   ;Construction;0,81;0,18
2022;OVERALL   ;Drilling;1,68;0,44
2022;OVERALL   ;Exploration;0,27;0,14
2022;OVERALL   ;OVERALL;0,9;0,28
2022;OVERALL   ;Production;0,84;0,32
2022;OVERALL   ;Unspecified;0,64;0,17
2022;P         ;Construction;3,48;1,74
2022;P         ;Drilling;4,41;0,88
2022;P         ;Exploration;0;0
2022;P         ;Production;2,32;0
2022;P         ;Unspecified;0,67;0,22
2022;PP        ;Production;2,46;0
2022;PP        ;Unspecified;0;0
2022;Q         ;Construction;3,69;2,22
2022;Q         ;Drilling;1,33;0,89
2022;Q         ;Exploration;0;0
2022;Q         ;Production;1,07;0
2022;Q         ;Unspecified;0;0
2022;QQ        ;Production;1,49;0
2022;R         ;Construction;0;0
2022;R         ;Drilling;2,16;1,08
2022;R         ;Exploration;0;0
2022;R         ;Production;1,61;0,54
2022;R         ;Unspecified;0;0
2022;RR        ;Drilling;0;0
2022;RR        ;Unspecified;0,71;0
2022;SS        ;Construction;0,99;0
2022;SS        ;Drilling;0,59;0
2022;SS        ;Production;0,43;0
2022;SS        ;Unspecified;0,18;0
2022;T         ;Construction;2,18;2,18
2022;T         ;Drilling;1,01;0,68
2022;T         ;Production;0,98;0,2
2022;T         ;Unspecified;0;0
2022;TT        ;Drilling;0;0
2022;TT        ;Production;0,59;0
2022;U         ;Construction;0,75;0,14
2022;U         ;Drilling;2,44;0,81
2022;U         ;Exploration;0;0
2022;U         ;Production;0,94;0,38
2022;U         ;Unspecified;0,04;0,02
2022;UU        ;Unspecified;0;0
2022;V         ;Construction;3,84;0
2022;V         ;Drilling;2,72;0
2022;V         ;Production;3,49;0,33
2022;V         ;Unspecified;1,1;0,37
2022;VV        ;Drilling;0;0
2022;VV        ;Production;1,41;0
2022;VV        ;Unspecified;0;0
2022;W         ;Construction;0;0
2022;W         ;Drilling;1,24;1,24
2022;W         ;Production;0,57;0,24
2022;W         ;Unspecified;0,6;0
2022;WW        ;Production;0,25;0
2022;X         ;Construction;2,21;0,95
2022;X         ;Drilling;2,63;0,45
2022;X         ;Exploration;3,12;0
2022;X         ;Production;0,7;0,07
2022;X         ;Unspecified;9,88;1,65
2022;XX        ;Drilling;1,15;0
2022;XX        ;Exploration;0;0
2022;XX        ;Production;0;0
2022;Y         ;Production;0,67;0,21
2022;Y         ;Unspecified;1,98;0,59
2022;Z         ;Construction;3,44;0
2022;Z         ;Drilling;2,56;0,73
2022;Z         ;Production;2,93;0,17
2022;Z         ;Unspecified;0,29;0
2023;A         ;Construction;0;0
2023;A         ;Drilling;0;0
2023;A         ;Exploration;0;0
2023;A         ;Production;3,47;2,97
2023;A         ;Unspecified;2,34;2,05
2023;AA        ;Construction;0,3;0
2023;AA        ;Drilling;2,04;0,49
2023;AA        ;Exploration;0;0
2023;AA        ;Production;1,65;0,31
2023;AAA       ;Drilling;0;0
2023;AAA       ;Production;1,78;0
2023;AAA       ;Unspecified;0;0
2023;B         ;Construction;0;0
2023;B         ;Drilling;5,32;3,55
2023;B         ;Exploration;0;0
2023;B         ;Production;4,97;1,66
2023;B         ;Unspecified;0;0
2023;BB        ;Production;0,8;0,22
2023;BB        ;Unspecified;2,61;0,17
2023;BBB       ;Production;1,99;0
2023;C         ;Drilling;2,58;2,58
2023;C         ;Production;0,71;0,71
2023;CC        ;Drilling;0;0
2023;CC        ;Production;0,24;0,24
2023;CCC       ;Production;0,52;0
2023;D         ;Construction;6,84;3,42
2023;D         ;Drilling;2,75;1,38
2023;D         ;Exploration;0;0
2023;D         ;Production;2,07;0,78
2023;D         ;Unspecified;0;0
2023;DD        ;Construction;0;0
2023;DD        ;Drilling;7,02;0
2023;DD        ;Production;1,12;0,22
2023;DD        ;Unspecified;0;0
2023;DDD       ;Construction;0;0
2023;DDD       ;Drilling;0,84;0
2023;DDD       ;Production;0,86;0
2023;DDD       ;Unspecified;0,32;0
2023;E         ;Drilling;5,46;2,73
2023;E         ;Unspecified;0;0
2023;EE        ;Construction;0;0
2023;EE        ;Drilling;0;0
2023;EE        ;Exploration;1;0
2023;EE        ;Production;0,59;0
2023;EE        ;Unspecified;1,04;0,69
2023;EEE       ;Production;3,2;0
2023;EEE       ;Unspecified;0;0
2023;F         ;Construction;0;0
2023;F         ;Drilling;6,25;3,12
2023;F         ;Production;3,59;1,2
2023;F         ;Unspecified;0;0
2023;FF        ;Construction;0,52;0,17
2023;FF        ;Drilling;1,55;0,35
2023;FF        ;Exploration;0;0
2023;FF        ;Production;1,04;0,16
2023;FF        ;Unspecified;0;0
2023;G         ;Drilling;1,79;0,89
2023;G         ;Production;0,88;0,88
2023;GG        ;Construction;0,24;0,15
2023;GG        ;Drilling;0,59;0,06
2023;GG        ;Exploration;0;0
2023;GG        ;Production;0,37;0,31
2023;GG        ;Unspecified;0,24;0,16
2023;H         ;Construction;1,59;0,25
2023;H         ;Drilling;3,01;0,93
2023;H         ;Exploration;3;0,75
2023;H         ;Production;2,47;1,17
2023;HH        ;Unspecified;0,3;0,18
2023;I         ;Exploration;3,22;3,22
2023;I         ;Production;1,73;0,71
2023;II        ;Construction;2,27;0
2023;II        ;Drilling;2,56;0,26
2023;II        ;Exploration;0;0
2023;II        ;Production;0,93;0,2
2023;II        ;Unspecified;0,74;0
2023;J         ;Construction;0,97;0,65
2023;J         ;Drilling;1,16;0,67
2023;J         ;Exploration;1,43;1,14
2023;J         ;Production;1,37;0,69
2023;J         ;Unspecified;0,72;0,54
2023;K         ;Construction;2,74;0,6
2023;K         ;Drilling;13,07;1,23
2023;K         ;Exploration;0;0
2023;K         ;Production;1,91;0,43
2023;K         ;Unspecified;3,29;0,41
2023;KK        ;Construction;0,76;0,08
2023;KK        ;Drilling;3,54;0,69
2023;KK        ;Exploration;0;0
2023;KK        ;Production;0,87;0,18
2023;KK        ;Unspecified;0,73;0,11
2023;L         ;Construction;0,24;0
2023;L         ;Drilling;1,61;1,03
2023;L         ;Exploration;1,24;1,24
2023;L         ;Production;1,01;0,61
2023;L         ;Unspecified;1,22;1,22
2023;LL        ;Construction;0,08;0,04
2023;LL        ;Drilling;0;0
2023;LL        ;Exploration;0;0
2023;LL        ;Production;0,81;0,22
2023;LL        ;Unspecified;0,81;0,24
2023;M         ;Production;1,93;0,55
2023;MM        ;Construction;1,14;0,12
2023;MM        ;Drilling;1,83;0,39
2023;MM        ;Production;0,51;0,13
2023;MM        ;Unspecified;0,13;0
2023;N         ;Construction;0;0
2023;N         ;Production;1,75;0,87
2023;NN        ;Production;0,26;0,11
2023;O         ;Construction;4,77;0
2023;O         ;Drilling;4,22;4,22
2023;O         ;Production;0;0
2023;OO        ;Construction;0;0
2023;OO        ;Drilling;0;0
2023;OO        ;Exploration;1,83;0
2023;OO        ;Production;0,85;0,28
2023;OVERALL   ;Construction;0,75;0,15
2023;OVERALL   ;Drilling;1,29;0,3
2023;OVERALL   ;Exploration;0,47;0,21
2023;OVERALL   ;OVERALL;0,84;0,24
2023;OVERALL   ;Production;0,82;0,27
2023;OVERALL   ;Unspecified;0,66;0,18
2023;P         ;Construction;8,3;3,56
2023;P         ;Drilling;2,51;0
2023;P         ;Production;2,39;0,72
2023;P         ;Unspecified;0;0
2023;PP        ;Construction;1,07;0,36
2023;PP        ;Drilling;1,72;0,38
2023;PP        ;Exploration;0;0
2023;PP        ;Production;0,26;0
2023;PP        ;Unspecified;0,36;0
2023;Q         ;Unspecified;1,89;0,51
2023;QQ        ;Construction;0,79;0,22
2023;QQ        ;Drilling;0,53;0,08
2023;QQ        ;Exploration;0,56;0,56
2023;QQ        ;Production;0,76;0,1
2023;QQ        ;Unspecified;0,16;0
2023;R         ;Construction;5,12;1,28
2023;R         ;Drilling;5,92;1,08
2023;R         ;Exploration;0;0
2023;R         ;Production;1,83;0,37
2023;R         ;Unspecified;0,9;0,36
2023;RR        ;Construction;2,74;0,14
2023;RR        ;Drilling;0;0
2023;RR        ;Production;1,18;0
2023;S         ;Drilling;0;0
2023;S         ;Production;1,69;0,38
2023;SS        ;Construction;0,26;0,08
2023;SS        ;Drilling;0,52;0,32
2023;SS        ;Exploration;0;0
2023;SS        ;Production;0,35;0,06
2023;SS        ;Unspecified;0,15;0,03
2023;T         ;Construction;2,11;0
2023;T         ;Drilling;3,34;0,67
2023;T         ;Exploration;0;0
2023;T         ;Production;1,62;0,32
2023;T         ;Unspecified;0,33;0
2023;TT        ;Drilling;1,69;0
2023;TT        ;Exploration;0,35;0,35
2023;TT        ;Production;0,24;0,06
2023;UU        ;Construction;0;0
2023;UU        ;Drilling;0,52;0,1
2023;UU        ;Production;0;0
2023;UU        ;Unspecified;0,17;0
2023;V         ;Construction;3,26;0
2023;V         ;Drilling;3,36;0,84
2023;V         ;Production;2,64;0,56
2023;V         ;Unspecified;0,35;0,12
2023;VV        ;Construction;0;0
2023;VV        ;Drilling;0,05;0,03
2023;VV        ;Exploration;0;0
2023;VV        ;Production;0,18;0,05
2023;VV        ;Unspecified;0;0
2023;W         ;Production;0,74;0,3
2023;WW        ;Construction;0,03;0
2023;WW        ;Drilling;0,24;0,05
2023;WW        ;Production;0,09;0,03
2023;WW        ;Unspecified;0,1;0
2023;X         ;Construction;1,01;0,39
2023;X         ;Drilling;1,89;0,63
2023;X         ;Exploration;0,63;0
2023;X         ;Production;1,36;0,32
2023;X         ;Unspecified;0,05;0,05
2023;XX        ;Construction;0;0
2023;XX        ;Drilling;0,39;0
2023;XX        ;Production;0,65;0
2023;XX        ;Unspecified;0;0
2023;Y         ;Construction;0,12;0
2023;Y         ;Drilling;2,68;1,34
2023;Y         ;Production;0,58;0,36
2023;Y         ;Unspecified;0;0
2023;YY        ;Construction;0;0
2023;YY        ;Production;0,67;0
2023;YY        ;Unspecified;0;0
2023;ZZ        ;Exploration;0;0
2023;ZZ        ;Production;0;0
